user_id,operator_name,content_id,show_duration
1006973602,Net By Net Holding LLC,98418,None
909449672,NEO Print Ltd.,124496,None
594287517,Central Telegraph Public Joint-stock Company,7235,30
901018227,CJSC TKS Neva,34337,None
1008690976,Beeline Home,156491,120
686167017,Net By Net Holding LLC,121537,4056
936799585,Rostelecom,14211,119
989876550,Beeline Home,107424,None
787391740,"JSC Zap-Sib TransTeleCom, Novosibirsk",10469,None
784384561,Closed Joint Stock Company Radiotelephone,10469,None
608881878,Net By Net Holding LLC,11612,3180
1009937443,VimpelCom,109308,None
523832722,VimpelCom,9603,932
993480288,LLC crelcom,183250,594
852184742,Rostelecom,26732,536
1009903483,CJSC TKS Neva,8163,72
1008148232,"JSC Zap-Sib TransTeleCom, Novosibirsk",53097,None
688909504,Net By Net Holding LLC,10469,3003
1008224985,OOO SET,98418,5700
998356387,Closed Joint Stock Company TransTeleCom,10115,300
1009523908,Iskratelecom CJSC,172624,None
987098737,Beeline Home,172011,20
1006973338,Net By Net Holding LLC,57327,2010
770029888,Net By Net Holding LLC,121537,6281
1008049113,Rostelecom,53159,86
1008325374,Closed Joint Stock Company TransTeleCom,160609,30
1007959659,JSC ER-Telecom Holding,41599,None
624663673,Ardinvest LTD,10469,1820
603396239,Beeline Home,7029,65
953132133,Beeline Home,9650,5456
616456187,Sibirskie Seti Ltd.,9108,1
985861659,Skynet Ltd,7029,19
958739701,VimpelCom,7029,11
1007474384,Beeline Home,121572,6636
643094637,ROSNIIROS Russian Institute for Public Networks,7029,151
653458998,CJSC Vainah Telecom,126089,420
829599211,Net By Net Holding LLC,7029,220
635193593,Rostelecom,137334,3180
616456187,Sibirskie Seti Ltd.,9108,35
680483034,Net By Net Holding LLC,7029,None
445845615,Beeline Home,58988,2925
761100659,LLC Wildberries,9108,1461
1006927042,VimpelCom,98397,120
948003349,Production co-operative Economic-legal laboratory,7280,284
1010218919,Net By Net Holding LLC,7029,301
1002474972,MTS PJSC,9108,1460
788312739,Beeline Home,7029,None
912725117,Sibirskie Seti Ltd.,7029,0
1010216232,University Telecommunications Ltd.,138661,4
829001615,Net By Net Holding LLC,9650,None
950956211,Beeline Home,125009,5611
1006029833,Municipal enterprise CJSC of Zheleznogorsk Krasnoy,8630,1220
1008874267,Beeline Home,7029,126
1008935235,Tario Ltd.,57306,60
1009593887,Beeline Home,97812,6675
670710934,Net By Net Holding LLC,129931,None
1007709462,Octopusnet LTD,95095,None
747959104,VimpelCom,7595,2955
980630057,Volia,9108,1460
1010025254,Beeline Home,7029,64
742456501,JSC ER-Telecom Holding,10756,5016
763700599,Rostelecom,70069,2220
1008724481,Skynet Ltd,7884,4561
867781611,MTS PJSC,170752,None
876872526,Beeline Home,136040,6316
1010276717,Rostelecom,7029,35
589766018,Rostelecom,124503,3060
827703067,LLC Columbia-Telecom,7029,63
1010218919,Net By Net Holding LLC,7029,120
1010115851,Ic-voronezh,7029,141
923294245,Beeline Home,7029,150
443956773,JSC ER-Telecom Holding,190896,55
1007656595,Flex Ltd,133683,None
981745279,Rostelecom,46714,5161
1008728826,Eurasia Telecom Ltd.,7029,6
1009955038,Beeline Home,97806,5400
1001282748,Closed Joint Stock Company TransTeleCom,7651,3065
1007755830,Public joint-stock company RUTELEKOM,7651,12
624051247,"JSC Zap-Sib TransTeleCom, Novosibirsk",45229,360
1010216115,VimpelCom,7029,None
1010122307,VimpelCom,138661,1380
888440995,Octopusnet LTD,7029,149
956691710,VimpelCom,115694,3240
1010177752,Rostelecom,12980,122
829544761,Beeline Home,7029,140
1007692410,Rostelecom,133520,120
923294245,Beeline Home,7029,145
569316922,Rostelecom,155013,180
1008918237,JSC ER-Telecom Holding,7029,None
1008728826,Eurasia Telecom Ltd.,7029,148
581486110,Sibirskaya set Ltd,3311,611
1010218919,Net By Net Holding LLC,7029,None
1008755520,Rostelecom,53166,2700
668611427,Rostelecom,98532,6
1007434133,LLC Korad Plus,131242,7565
996135783,Rostelecom,137334,None
981933883,Beeline Home,7651,3041
909192406,Beeline Home,7029,None
882146802,JSC ER-Telecom Holding,9969,2731
1005555231,Beeline Home,9541,None
1007656233,Beeline Home,156588,None
1008560095,Beeline Home,9108,2055
1010043497,LLC crelcom,156588,3240
600595423,MTS PJSC,190969,465
1009000914,Octopusnet LTD,7029,114
1008968152,PJSC MegaFon,7029,20
868217302,VimpelCom,138369,6300
459293102,Rostelecom,9108,1461
963073344,Siberian Networks,137334,1140
1002385117,Rostelecom,9108,1080
1006809157,CJSC Vainah Telecom,190952,120
1007757187,Closed Joint Stock Company TransTeleCom,47951,65
1007729096,Closed Joint Stock Company TransTeleCom,3198,45
1009843793,Beeline Home,156588,42
675782050,Rostelecom,130201,544
911645438,"JSC Zap-Sib TransTeleCom, Novosibirsk",9091,311
937513045,Iskratelecom CJSC,125077,2
1008630725,MTS PJSC,7029,136
1008910727,Sibirskie Seti Ltd.,3316,1020
1008858621,Computers and Peripherals Ltd.,156487,152
1009895690,LLC Columbia-Telecom,7029,60
1007636882,NTC Intek LLC,10469,1032
797874603,Sibirskie Seti Ltd.,9249,None
923294245,Beeline Home,7029,None
942330790,Rostelecom,7029,None
842450971,Rostelecom,7029,105
917663814,LLC crelcom,7029,2
573325999,Closed Joint Stock Company TransTeleCom,34361,900
861786174,LLC crelcom,9108,None
1010407586,VimpelCom,190969,120
985138604,Beeline Home,10098,2831
888440995,Octopusnet LTD,7029,15
839033276,Net By Net Holding LLC,127782,None
744246856,VimpelCom,156493,120
1008843763,Rostelecom,190969,112
1007770105,JSC ER-Telecom Holding,186570,60
1010189676,Beeline Home,138369,50
573590898,Rostelecom,9249,120
959701199,Rostelecom,7029,50
849352993,Net By Net Holding LLC,66745,505
823972222,Beeline Home,2821,None
1007568805,Beeline Home,7029,None
1007948850,ROSNIIROS Russian Institute for Public Networks,7029,150
529030553,Ic-voronezh,7029,130
892582643,Beeline Home,191284,5535
665888053,OOO Trivon Networks,184005,3122
447186709,Sprint,7029,None
1010071054,VimpelCom,190952,360
811353153,"JSC Zap-Sib TransTeleCom, Novosibirsk",7029,124
983387278,"JSC Zap-Sib TransTeleCom, Novosibirsk",7029,116
1008009936,Iskratelecom CJSC,156588,4
1007431532,Delta Telecom Ltd,136040,50
804086363,Beeline Home,7029,61
922976647,LLC crelcom,7029,95
787872890,Rostelecom,7029,55
907809012,Beeline Home,45088,None
901238438,Dagomys Telecom LLC,7029,101
918361739,Beeline Home,190952,120
1006233501,Net By Net Holding LLC,9249,16
1003101791,MTS OJSC,106165,240
959636127,Rostelecom,7029,15
940737755,Beeline Home,7029,16
688019169,Beeline Home,132271,1920
625604465,PJSC MegaFon,7029,115
1007730964,Beeline Home,190952,511
863568290,Jsc aviel,7029,None
964754185,Beeline Home,7651,3060
950970720,VimpelCom,7029,95
485849393,Computers and Peripherals Ltd.,7029,106
975505868,CJSC Vainah Telecom,191070,180
955573951,Sibirskie Seti Ltd.,10638,None
905149673,Beeline Home,7029,None
661741430,Rostelecom,7029,110
923836516,Net By Net Holding LLC,7595,960
999365895,MTS PJSC,7029,122
889308233,Closed Joint Stock Company Radiotelephone,121572,6350
911645438,"JSC Zap-Sib TransTeleCom, Novosibirsk",9091,311
945533390,JSC ER-Telecom Holding,7029,116
711358865,Beeline Home,10070,1330
792341723,Lipetskie Kabelnie Seti LLC,190952,60
1008338455,LLC crelcom,97812,2640
875858977,Sibirskaya set Ltd,7235,20
917111349,Closed Joint Stock Company Radiotelephone,10385,2970
821190679,Rostelecom,103291,120
773446885,Rostelecom,7029,71
862271614,VimpelCom,7029,121
886288278,Jsc aviel,155013,4275
611789891,VimpelCom,127023,900
1008568377,Sibitex Ltd,12980,3060
667238058,"JSC Zap-Sib TransTeleCom, Novosibirsk",190969,1775
1010156093,Delta Telecom Ltd,190969,2640
548336228,MTS PJSC,7029,None
860751233,Beeline Home,34367,2220
901171224,Rostelecom,7651,15
634903205,MTS PJSC,7029,None
868892010,Rostelecom,160059,5
864440665,JSC ER-Telecom Holding,85116,4441
980684377,City-Telekom LLC,16018,1090
619421424,Closed Joint Stock Company Radiotelephone,155801,1551
1007437116,Lipetskie Kabelnie Seti LLC,12980,5861
1010119080,ROSNIIROS Russian Institute for Public Networks,156493,900
1008724550,Beeline Home,109726,6463
830129913,"Wipline, LLC",130308,286
1008655633,"JSC Zap-Sib TransTeleCom, Novosibirsk",133250,6
1009566544,Rostelecom,67774,15
673552406,Beeline Home,112336,5691
1008217173,Beeline Home,9243,2451
1007194283,Net By Net Holding LLC,9108,1431
1010216702,VimpelCom,7029,60
1010188380,Quantum CJSC,190952,50
862007126,Octopusnet LTD,7029,15
1008422049,MTS PJSC,7029,123
587164211,Beeline Home,9249,2520
602345806,Beeline Home,124497,6
794103444,VimpelCom,7235,2825
1010394549,CJSC Vainah Telecom,121578,None
723907627,Net By Net Holding LLC,10869,1372
1007069378,ROSNIIROS Russian Institute for Public Networks,60163,3804
1010344182,Flex Ltd,7029,125
760007578,Beeline Home,137334,12
1001880799,Rostelecom,85009,None
631305096,Octopusnet LTD,26576,5384
755142380,Ic-voronezh,7029,121
1007712638,CJSC Vainah Telecom,7029,None
721888123,Beeline Home,191503,5285
600391226,Beeline Home,7029,51
999092637,Rostelecom,7029,100
956400318,VimpelCom,98532,6000
998368375,Rostelecom,9108,None
884776862,GorPTUs OOO,7029,175
1010213577,Beeline Home,7029,71
1007811033,Octopusnet LTD,7029,None
909192406,Beeline Home,7029,None
841344257,Sibirskie Seti Ltd.,186919,300
1008132247,OOO SET,125009,5600
1010051947,ALFA TELECOM s.r.o.,170848,55
562368317,Petersburg Internet Network ltd.,70069,1720
803360082,CJSC Vainah Telecom,190969,480
511218555,ZAO Group Tower Telecom,7029,130
915210069,Rostelecom,50359,3622
917789239,Beeline Home,184725,None
587666800,"JSC Zap-Sib TransTeleCom, Novosibirsk",7280,None
1000909831,Closed Joint Stock Company TransTeleCom,52879,5369
1008987966,Cjsc credo-telecom,7029,117
785045347,Rostelecom,7029,11
786187163,Beeline Home,7029,98
1010293224,JSC ER-Telecom Holding,107228,None
1002137420,JSC ER-Telecom Holding,98397,2940
998912182,Rostelecom,7029,45
913376182,Rostelecom,7029,25
1007163923,VimpelCom,9187,2880
846043236,VimpelCom,97812,5023
838854937,VimpelCom,105625,None
983709794,Rostelecom,70080,None
979497950,Rostelecom,7029,None
964158448,Ic-voronezh,126089,6679
597138370,Beeline Home,54004,2220
1009974949,Beeline Home,7029,None
847864570,Informational-measuring systems Ltd.,136462,1260
887937588,Beeline Home,67965,360
860065555,ALFA TELECOM s.r.o.,9108,1466
1007000348,Beeline Home,9249,2705
924828043,Beeline Home,7029,36
1005638013,Beeline Home,85122,15
787882631,Beeline Home,137334,60
762492628,JSC ER-Telecom Holding,7029,55
822706567,CJSC Vainah Telecom,125077,9
1003860230,Beeline Home,60366,7618
633400217,"JSC Zap-Sib TransTeleCom, Novosibirsk",88474,960
995952344,Flex Ltd,7029,60
894240809,Beeline Home,7319,60
1007404667,Beeline Home,7029,101
810512977,ROSNIIROS Russian Institute for Public Networks,137334,None
459282559,Jsc aviel,9108,1515
648456074,VimpelCom,7029,15
599932230,Beeline Home,155013,4090
1009813808,JSC ER-Telecom Holding,133514,1740
1006243229,"JSC Zap-Sib TransTeleCom, Novosibirsk",93644,4955
995952344,Flex Ltd,7029,143
602386581,Signal Service LLC,7235,2130
959834684,Beeline Home,7029,None
770976315,Octopusnet LTD,7029,None
1001252159,MTS PJSC,60799,2580
436498091,VimpelCom,67774,60
574680167,JSC ER-Telecom Holding,186154,50
838514294,Beeline Home,155913,2787
1008671137,Quantum CJSC,60338,3720
728301452,ROSNIIROS Russian Institute for Public Networks,7029,110
1001840168,VimpelCom,190969,42
883623335,VimpelCom,7029,144
808376373,CJSC Vainah Telecom,7029,6
971662865,Rostelecom,109726,2160
442504476,Ic-voronezh,7029,144
610705990,Beeline Home,7029,19
931807936,Iskratelecom CJSC,7029,35
1007479247,Delta Telecom Ltd,7029,86
1007359746,LeaderTelecom Ltd.,138661,3359
1007497579,Beeline Home,7029,50
608751398,South Ural State University,109726,9
1008797217,JSC ER-Telecom Holding,9108,1461
961173511,Beeline Home,7029,3
691039924,CJSC TKS Neva,7029,15
589764358,Rostelecom,105625,None
1010115181,Sprint,166944,9
1008937018,Rostelecom,156588,None
1007479247,Delta Telecom Ltd,7029,None
1007512318,OOO SET,23274,60
995952344,Flex Ltd,7029,111
993047137,"JSC Zap-Sib TransTeleCom, Novosibirsk",59494,25
978082507,JSC ER-Telecom Holding,121572,31
854654277,VimpelCom,88474,1140
1009996976,LTD Objedinennaja Setevaja Kompanija,190952,87
1006966106,LTD Objedinennaja Setevaja Kompanija,32055,5400
1009837790,Flex Ltd,7280,300
691039924,CJSC TKS Neva,7029,91
927861298,ROSNIIROS Russian Institute for Public Networks,7029,105
717238051,Signal Service LLC,7651,3086
995952344,Flex Ltd,7029,133
947324839,Iskratelecom CJSC,7029,None
977744157,ROSNIIROS Russian Institute for Public Networks,10036,1441
924209348,Rostelecom,105625,180
830897810,LLC crelcom,7029,138
673651978,Beeline Home,7029,131
1008698494,Closed Joint Stock Company TransTeleCom,137536,2100
1009617661,Signal Service LLC,127220,2700
640308939,Beeline Home,7029,59
1010077497,Net By Net Holding LLC,7029,None
659469011,Beeline Home,7029,100
827775825,VimpelCom,13903,2
1001698356,Beeline Home,7029,146
730565723,Rostelecom,9108,1461
964209918,Rostelecom,136040,None
1008422049,MTS PJSC,7029,None
1010149793,MTS PJSC,7029,60
443231615,Beeline Home,9187,2997
959630897,Beeline Home,96181,None
1008758749,VimpelCom,190952,419
569877491,Metroset,7029,95
779310296,Metroset,9991,25
839121470,Beeline Home,7029,147
897516423,Beeline Home,10104,2594
1007328263,Skynet Ltd,14994,2100
968442225,Beeline Home,10385,460
815479543,LLC crelcom,191284,5472
1180088,VimpelCom,7029,None
983403862,Regionalniye Seti Ltd.,191340,2100
1008815966,JSC ER-Telecom Holding,130201,540
1008525893,Beeline Home,60799,6209
552539288,Beeline Home,136040,5340
1007008043,Beeline Home,7029,141
988265594,MTS PJSC,95095,1498
732623502,Volia,105625,None
1010071007,RussComm Ltd.,7029,76
1006798300,Contact TV Inc.,190952,240
590444244,Net By Net Holding LLC,34367,None
669135273,Octopusnet LTD,34614,960
1007948609,Beeline Home,137334,1042
949017894,Signal Service LLC,10469,None
711296231,Rostelecom,9108,1460
891989190,LLC tc Tel Center,7029,65
1008797976,JSC ER-Telecom Holding,136462,20
661880904,Sibirskie Seti Ltd.,107228,12
787468862,Rostelecom,7029,30
1009967111,Skynet Ltd,126382,540
890038567,Net By Net Holding LLC,138183,120
847729064,Beeline Home,7029,110
1007400589,Lipetskie Kabelnie Seti LLC,10104,None
838854937,VimpelCom,105625,None
995952344,Flex Ltd,7029,21
762492628,JSC ER-Telecom Holding,7029,70
691039924,CJSC TKS Neva,7029,60
949945352,JSC ER-Telecom Holding,90162,6140
591739666,Octopusnet LTD,126089,6936
772062427,Rostelecom,2484,None
916858963,Rostelecom,171731,36
974084306,Freedom House Ltd.,7029,56
468482982,JSC ER-Telecom Holding,7029,6
575793942,Rostelecom,191503,60
1006176748,CJSC Vainah Telecom,7029,23
574680167,JSC ER-Telecom Holding,99466,215
984259331,Beeline Home,61277,2719
990527777,Beeline Home,110215,None
1008800493,CJSC Vainah Telecom,7029,45
1007431532,Delta Telecom Ltd,2664,None
1009743507,VimpelCom,156588,5091
581089113,JSC ER-Telecom Holding,155013,4510
927861298,ROSNIIROS Russian Institute for Public Networks,7029,31
865627861,Beeline Home,121578,3275
1009627182,Beeline Home,133413,1617
1007505724,Iskratelecom CJSC,156493,20
579944378,Sibirskie Seti Ltd.,12980,5890
691039924,CJSC TKS Neva,7029,76
884776941,Closed Joint Stock Company TransTeleCom,151773,None
623233249,Beeline Home,7029,135
1010064371,Beeline Home,26576,None
1001722170,Beeline Home,110215,180
1010084715,Net By Net Holding LLC,156588,9
950306080,Beeline Home,106165,9
964989890,Teleradiokompaniya Kandalaksha Ltd,57373,120
719589490,JSC ER-Telecom Holding,10081,2501
898746573,Beeline Home,7651,900
852087466,Net By Net Holding LLC,9541,60
968695823,Rostelecom,157314,2280
1008597073,"JSC Zap-Sib TransTeleCom, Novosibirsk",137334,2760
1006589676,Beeline Home,7651,3046
996173349,Beeline Home,7029,83
1009428450,Beeline Home,26576,5581
861038843,Iskratelecom CJSC,95095,20
898206676,CJSC Vainah Telecom,186154,1680
1007442677,Beeline Home,191070,420
947324839,Iskratelecom CJSC,7029,45
1007522359,Beeline Home,7029,131
1008816064,Sibirskie Seti Ltd.,7029,None
1009957166,Svyazstroi LLC,7029,62
713480941,MTS PJSC,155013,3900
887072138,Beeline Home,160627,0
1007457141,Metroset,155013,180
451151007,CJSC Vainah Telecom,4025,2460
949623493,Informational-measuring systems Ltd.,138369,None
394051107,VimpelCom,9513,1400
833420361,Net By Net Holding LLC,170713,None
927861298,ROSNIIROS Russian Institute for Public Networks,7029,149
934807203,Rostelecom,12980,None
975907961,Net By Net Holding LLC,191503,5398
468482982,JSC ER-Telecom Holding,7029,41
633534592,VimpelCom,127833,None
566921119,Ic-voronezh,160627,6310
1007449699,Beeline Home,190952,60
600542893,VimpelCom,190969,1441
956954050,Beeline Home,9243,1920
982089201,Lipetskie Kabelnie Seti LLC,9108,1450
624434327,MTS PJSC,156588,5322
969274936,Net By Net Holding LLC,170713,1860
936108665,Delta Telecom Ltd,7029,76
924261458,Beeline Home,107228,60
1010074250,City-Telekom LLC,7029,None
954374067,LLC Columbia-Telecom,7029,36
1010048357,VimpelCom,7029,99
989362121,Skynet Ltd,9665,1086
978439322,Beeline Home,99921,2820
752757437,Ojsc Avtovazbank,53357,None
921364569,Beeline Home,99466,None
1001302062,Net By Net Holding LLC,10711,960
787468862,Rostelecom,146694,None
1180088,VimpelCom,7029,0
912937463,Modern Solutions LTD,93644,4800
1007479247,Delta Telecom Ltd,7029,97
1007514281,Beeline Home,7029,15
1009756431,Beeline Home,10385,2971
823054954,Beeline Home,190952,35
1008629394,Beeline Home,160059,4755
775802040,VimpelCom,9969,2731
942649222,Beeline Home,156588,5075
1009235714,Rostelecom,59623,2280
1004755919,Net By Net Holding LLC,7651,2750
1007431532,Delta Telecom Ltd,7029,None
1003213438,Rostelecom,9406,2665
798106950,Modern Solutions LTD,9496,825
901270303,Beeline Home,7029,None
779402404,Beeline Home,9108,1460
1007479048,CJSC Vainah Telecom,151526,None
1002866114,Skynet Ltd,9108,2
889743388,Net By Net Holding LLC,127833,60
1004398563,Rostelecom,12980,392
1009938989,Beeline Home,7029,None
485399391,Beeline Home,7029,141
995952344,Flex Ltd,7029,146
815870777,Beeline Home,9519,30
815509849,LeaderTelecom Ltd.,156588,None
685892481,Net By Net Holding LLC,102413,139
768596389,Beeline Home,7029,127
894563462,Closed Joint Stock Company TransTeleCom,7029,None
1007479247,Delta Telecom Ltd,7029,9
1007469186,Beeline Home,156588,None
1007500918,CJSC TKS Neva,156493,203
995390474,VimpelCom,9249,2685
1009837790,Flex Ltd,7280,5
964525519,Delta Telecom Ltd,7029,None
605254878,LLC crelcom,190969,600
372908976,MTS PJSC,133250,3660
1009985591,VimpelCom,7029,40
887980420,Beeline Home,51754,None
988764689,Lipetskie Kabelnie Seti LLC,17874,None
598124778,MTS PJSC,7029,9
985091245,JSC ER-Telecom Holding,190969,120
927061772,Skynet Ltd,7029,30
1008758562,Net By Net Holding LLC,95095,7
858492703,Beeline Home,7029,131
633534592,VimpelCom,127833,None
1008858635,Rostelecom,190969,60
755664065,Lipetskie Kabelnie Seti LLC,7029,123
1007479247,Delta Telecom Ltd,7029,None
1009985874,Net By Net Holding LLC,7029,121
1006281382,Rostelecom,7029,182
1008860787,Beeline Home,109726,300
938366706,Rostelecom,7651,1947
857438882,Beeline Home,7029,None
1007482970,VimpelCom,7029,56
929047362,JSC ER-Telecom Holding,170848,180
822937988,VimpelCom,7029,60
945647496,MTS OJSC,123687,9
1007212810,Net By Net Holding LLC,10807,2
616456187,Sibirskie Seti Ltd.,9108,1435
848033124,VimpelCom,7029,131
985125272,Beeline Home,95095,45
1009956721,Rostelecom,118951,960
1002729473,Dagomys Telecom LLC,60799,None
705352335,Beeline Home,4025,2340
1008751899,Beeline Home,7029,None
1007360313,PJSC MegaFon,190969,900
1007384653,Connect LLC,7029,105
953503209,Dagomys Telecom LLC,112482,1440
781580174,Sibirskie Seti Ltd.,9249,2930
605931099,State Educational Institution of Higher Profession,7029,56
1008779895,Skynet Ltd,110142,180
588714684,Beeline Home,156487,120
539774207,Net By Net Holding LLC,10869,2790
1009273145,Rostelecom,136304,4206
1008338455,LLC crelcom,67954,6350
566496218,Saratov Digital Phone Network ltd,7029,None
1007382607,Beeline Home,190896,230
1006784624,Beeline Home,7029,142
800002122,Octopusnet LTD,7029,48
917654065,Net By Net Holding LLC,7029,6
1001698356,Beeline Home,7029,None
905133659,VimpelCom,7029,140
1009591183,Beeline Home,53402,2580
588933828,Beeline Home,7029,55
1007236855,Rostelecom,9676,9
1009906014,Net By Net Holding LLC,7029,25
1007831227,Rostelecom,156588,None
886457772,NTC Intek LLC,191284,4080
685892481,Net By Net Holding LLC,7029,None
999092637,Rostelecom,7029,126
920665089,Beeline Home,9108,1441
818246217,Beeline Home,7029,3
920021578,Beeline Home,133683,72
708471398,Net By Net Holding LLC,133458,55
1009991141,Rostelecom,147965,20
1009624120,Rostelecom,7029,99
899269286,VimpelCom,9243,45
485399391,Beeline Home,7029,None
468482982,JSC ER-Telecom Holding,7029,38
468482982,JSC ER-Telecom Holding,7029,31
995952344,Flex Ltd,7029,121
838800608,Net By Net Holding LLC,70080,3300
1009837790,Flex Ltd,7280,295
813074617,OOO SET,7319,12
1006424485,Beeline Home,67965,180
685892481,Net By Net Holding LLC,127715,67
475152034,VimpelCom,136040,1202
832039891,LLC crelcom,9249,2671
1008724937,MTS PJSC,7029,50
726098252,Beeline Home,190969,240
921439908,Beeline Home,7966,6
966738539,Rostelecom,7280,20
890038567,Net By Net Holding LLC,138183,25
436671963,"JSC Zap-Sib TransTeleCom, Novosibirsk",9586,1
994813499,Beeline Home,9650,45
977790581,Rostelecom,7029,137
1007431862,Beeline Home,7029,None
675362544,Rostelecom,136040,4
1009974949,Beeline Home,7029,12
484852051,Sprint,102267,360
1008409733,ROSNIIROS Russian Institute for Public Networks,7029,None
1007448534,LLC crelcom,85949,None
832543105,Skynet Ltd,7029,None
811224495,JSC ER-Telecom Holding,7029,0
996173349,Beeline Home,7029,61
1010082483,OOO SET,136040,None
898895310,VimpelCom,109726,3300
948476128,Beeline Home,102267,550
1008528823,"JSC Zap-Sib TransTeleCom, Novosibirsk",186570,20
1010019481,Rostelecom,7029,12
952100095,Net By Net Holding LLC,7651,3066
1007454021,Tele-Club Ltd.,7029,75
893486367,Ic-voronezh,7029,12
1007449333,Beeline Home,190896,88
1008693975,Net By Net Holding LLC,190896,449
798891507,Signal Service LLC,7280,275
631715622,MTS PJSC,10627,9
1006726066,Net By Net Holding LLC,9547,540
1008724481,Skynet Ltd,52924,180
1008669911,Rostelecom,10104,1200
1008768851,Beeline Home,7029,81
1007431532,Delta Telecom Ltd,136040,None
981011671,Beeline Home,10430,25
1007424990,JSC ER-Telecom Holding,7029,0
1007377982,Net By Net Holding LLC,190963,420
446413452,Signal Service LLC,170842,12
839121470,Beeline Home,7029,31
446413452,Signal Service LLC,156493,121
608144110,VimpelCom,7029,None
1004973671,Net By Net Holding LLC,9108,1020
600498428,Beeline Home,10104,2566
479408096,"Wipline, LLC",125009,300
950499584,Beeline Home,10385,1020
921364569,Beeline Home,99466,None
925969583,Beeline Home,7029,None
1010048015,ROSNIIROS Russian Institute for Public Networks,109726,12
965115453,Rostelecom,7029,None
1007384653,Connect LLC,7029,80
991406650,Skynet Ltd,96181,None
760120813,Net By Net Holding LLC,190969,91
1007384653,Connect LLC,60799,None
769455878,Octopusnet LTD,7029,None
1007160058,TVSPUTNIK,137334,6
965280715,MTS PJSC,7029,11
908034061,Beeline Home,136040,780
1007431862,Beeline Home,7029,35
1007431862,Beeline Home,7029,None
928020249,Beeline Home,74867,None
958567517,Telecom-MK Ltd.,109726,15
803157001,Rostelecom,7029,None
966738539,Rostelecom,7280,120
993926930,Beeline Home,190952,240
798891507,Signal Service LLC,9991,219
602386581,Signal Service LLC,7235,540
1007387657,Beeline Home,158765,61
830237752,VimpelCom,133250,55
1008702760,Limited Liability Company VimSvyaz,7029,93
9306451,Net By Net Holding LLC,119384,60
761996322,Rostelecom,7029,None
446413452,Signal Service LLC,170848,26
894563462,Closed Joint Stock Company TransTeleCom,7029,130
665555487,Beeline Home,161398,2100
740471352,Net By Net Holding LLC,136040,1920
580514826,Rostelecom,6892,2965
648820338,Sprint,9586,20
995939814,CJSC Vainah Telecom,60788,None
1009966466,Non state educational institution Educational Scie,60360,None
559068078,Beeline Home,7651,3050
843845610,Rostelecom,7029,45
1007397923,MTS PJSC,7029,26
989362121,Skynet Ltd,9665,1
1007470791,CJSC Vainah Telecom,190969,120
1007464342,VimpelCom,95095,None
991522103,JSC ER-Telecom Holding,170842,61
1007124559,Iskratelecom CJSC,7029,41
944748244,Beeline Home,7029,200
1007429093,OOO SET,7029,None
830132629,Rostelecom,98397,None
1007431862,Beeline Home,7029,None
613124837,Closed Joint Stock Company TransTeleCom,9249,2685
938909357,Rostelecom,7651,1980
844760366,Beeline Home,10115,50
747885341,Beeline Home,7029,159
1008140673,Closed Joint Stock Company TransTeleCom,4025,None
623870240,Beeline Home,7029,126
1009543198,Rostelecom,7029,51
1009522843,VimpelCom,107386,None
1009490379,VimpelCom,9991,271
925912779,Octopusnet LTD,126089,60
1009544194,MTS PJSC,52918,18
872598895,Ardinvest LTD,136462,900
984719116,Net By Net Holding LLC,109726,300
732952109,Sibirskie Seti Ltd.,9243,2455
964158448,Ic-voronezh,133689,947
441359604,"JSC Zap-Sib TransTeleCom, Novosibirsk",31875,180
1009528238,Net By Net Holding LLC,7029,151
966100965,Beeline Home,7029,70
858731501,Sibirskie Seti Ltd.,7029,None
1007777057,Beeline Home,109726,90
993504683,VimpelCom,156487,360
922691618,Beeline Home,67965,None
1008698904,Rostelecom,7029,135
891346192,Rostelecom,7029,92
865183388,Beeline Home,176214,7210
803520884,VimpelCom,103291,5700
1009201402,Net By Net Holding LLC,7029,153
1009206713,Rostelecom,7029,None
504982527,"JSC Zap-Sib TransTeleCom, Novosibirsk",34440,2293
635283996,Beeline Home,95438,2898
1007924014,"JSC Zap-Sib TransTeleCom, Novosibirsk",7029,140
922848863,Lipetskie Kabelnie Seti LLC,155013,3180
841517555,Beeline Home,7029,105
610694003,OOO Telecom TZ,121499,600
1010012629,GSP ltd.,118951,None
1005857805,Net By Net Holding LLC,7029,60
739499314,Transit Telecom LLC,7029,60
472874529,Ultra-Telecom LLC,7595,913
1007916711,Beeline Home,7029,None
1009099500,Beeline Home,137334,None
1004837010,JSC Silknet,7029,136
775372166,Rostelecom,98397,60
1009243855,Beeline Home,190969,480
779892882,OOO Fishnet Communications,99961,6460
1009009177,OOO SET,10469,2560
846230196,Beeline Home,7029,50
791497758,JSC ER-Telecom Holding,10610,2
693150645,MTS OJSC,190963,180
996881938,Metroset,156588,40
1009119440,Net By Net Holding LLC,9108,1350
711287908,GSP ltd.,124497,4920
967409975,MTS PJSC,7029,60
727231738,Rostelecom,190952,891
931629629,Skynet Ltd,143707,5891
1008728826,Eurasia Telecom Ltd.,7029,117
882043940,"JSC Zap-Sib TransTeleCom, Novosibirsk",136040,2467
830291910,CJSC Vainah Telecom,66379,1620
1009147449,VimpelCom,7029,121
895303149,Beeline Home,186154,6060
865057972,MTS PJSC,7595,2820
958375659,Rostelecom,156588,180
702539016,Beeline Home,7029,50
